id	de	level	ko	model
sf1f6398ef7	Heute Abend gehen wir in die Disco tanzen.	a1	오늘 저녁에 우리는 클럽에 춤추러 가요.	claude-opus-5[1m]
s4163258291	Wir gehen heute Abend in die Disco/Disko.	a1	오늘 저녁에 우리는 클럽에 가요.	claude-opus-5[1m]
s326e1adda2	Meine Tochter ist krank. Wir gehen zum Doktor.	a1	제 딸이 아파요. 우리는 병원에 가요.	claude-opus-5[1m]
s442f9cc026	Ist Frau Dr. Müller da?	a1	뮐러 박사님 계세요?	claude-opus-5[1m]
s7f0e1ac67b	Möchtest du ein Ei zum Frühstück?	a1	아침으로 달걀 먹을래?	claude-opus-5[1m]
s4322333650	Möchtest du zum Frühstück ein Ei?	a1	아침으로 달걀 먹을래?	claude-opus-5[1m]
s3bb868018b	Hast du es eilig?	a1	너 급해?	claude-opus-5[1m]
sab00e6706f	Ich nehme ein Bier. Willst du auch eins?	a1	나는 맥주로 할게. 너도 하나 마실래?	claude-opus-5[1m]
s1b2d746b62	Ist hier einer, der das kann?	a1	여기 그거 할 수 있는 사람 있나요?	claude-opus-5[1m]
sf117fb7385	Wir haben zu wenig Mitspieler. Wir brauchen noch einen.	a1	같이 할 사람이 너무 적어요. 한 명 더 필요해요.	claude-opus-5[1m]
sa51f7bdbcd	Die Prüfung ist ganz einfach.	a1	시험은 아주 쉬워요.	claude-opus-5[1m]
s6a09e407fb	Hin und zurück? – Nein, bitte nur einfach.	a1	왕복인가요? – 아니요, 편도로 주세요.	claude-opus-5[1m]
sfe37f5932e	Ich brauche nur ein einfaches Zimmer.	a1	저는 간단한 방이면 돼요.	claude-opus-5[1m]
sbebd5030a1	Ich verstehe das nicht. Kannst du es bitte einfacher sagen?	a1	이해가 안 돼. 좀 더 쉽게 말해 줄래?	claude-opus-5[1m]
sc3d636cc27	Hin und zurück? – Nein, bitte nur eine einfache Fahrt nach Berlin.	a1	왕복인가요? – 아니요, 베를린행 편도로 주세요.	claude-opus-5[1m]
s12073f11a7	Ich verstehe das nicht. Kannst du das bitte einfacher sagen?	a1	이해가 안 돼. 그거 좀 더 쉽게 말해 줄래?	claude-opus-5[1m]
s2292fddf56	Wir haben am Wochenende einen Ausflug gemacht. Es war einfach toll.	a1	우리는 주말에 소풍을 갔어요. 정말 좋았어요.	claude-opus-5[1m]
s69dbfad4b3	Der Eingang ist um die Ecke.	a1	입구는 모퉁이를 돌면 있어요.	claude-opus-5[1m]
s831e657578	Das Gebäude hat zwei Eingänge.	a1	그 건물에는 입구가 두 개 있어요.	claude-opus-5[1m]
s8471255e55	Ich muss noch für morgen einkaufen.	a1	내일을 위해 장을 봐야 해요.	claude-opus-5[1m]
s6a83728565	Wir gehen einmal pro Woche einkaufen.	a1	우리는 일주일에 한 번 장을 보러 가요.	claude-opus-5[1m]
s330d990d03	Danke für die Einladung zu deinem Geburtstag!	a1	네 생일에 초대해 줘서 고마워!	claude-opus-5[1m]
s449662ad69	Darf ich Sie zum Essen einladen?	a1	제가 식사에 초대해도 될까요?	claude-opus-5[1m]
s0a6c336f8c	Danke für die Einladung!	a1	초대해 주셔서 고마워요!	claude-opus-5[1m]
s00ea776ca1	Danke für die Einladung.	a1	초대해 주셔서 고마워요.	claude-opus-5[1m]
s813ac7aa33	Diese Prüfung mache ich nicht noch einmal.	a1	이 시험은 다시는 안 볼 거예요.	claude-opus-5[1m]
s212d207aee	Rufen Sie/Ruf mich bitte morgen noch einmal an.	a1	내일 저한테 한 번 더 전화해 주세요.	claude-opus-5[1m]
se971eceb36	Warst du schon einmal in Paris?	a1	너 파리에 가 본 적 있어?	claude-opus-5[1m]
s33f094c9b9	Ich habe diese Oper leider nur einmal gesehen.	a1	아쉽게도 이 오페라를 한 번밖에 못 봤어요.	claude-opus-5[1m]
sd9b826229f	Bitte rufen Sie morgen noch einmal an.	a1	내일 한 번 더 전화해 주세요.	claude-opus-5[1m]
sfd9b157144	Auf einmal ging das Licht aus.	a1	갑자기 불이 꺼졌어요.	claude-opus-5[1m]
s488155279a	Ich kann nicht alles auf einmal machen.	a1	모든 걸 한꺼번에 할 수는 없어요.	claude-opus-5[1m]
sf2be896d09	Sehen wir uns (ein)mal wieder?	a1	우리 언제 또 볼까요?	claude-opus-5[1m]
sfa4c71da87	Vor Jahren habe ich (ein)mal in Wien gewohnt.	a1	몇 년 전에 저는 빈에 산 적이 있어요.	claude-opus-5[1m]
sf5bab684ed	Komm doch bitte (ein)mal her und hilf mir.	a1	이리 좀 와서 나 좀 도와줘.	claude-opus-5[1m]
s91929448f0	Schnell, steig ein, der Zug fährt gleich.	a1	빨리 타, 기차가 곧 출발해.	claude-opus-5[1m]
se7490ae57c	Bitte ab 20 Uhr vorn im Bus einsteigen.	a1	20시부터는 버스 앞쪽으로 타 주세요.	claude-opus-5[1m]
s28b5c7c025	Ab 20 Uhr vorne beim Fahrer einsteigen.	a1	20시부터는 앞쪽 기사님 옆으로 타세요.	claude-opus-5[1m]
se1157b5d31	Steig ein. Wir wollen losfahren.	a1	타. 우리 출발하려고 해.	claude-opus-5[1m]
s16b399008f	Der Preis für den Eintritt ist 5 Euro.	a1	입장료는 5유로예요.	claude-opus-5[1m]
s6c49193899	Der Eintritt kostet fünf Euro.	a1	입장료는 5유로예요.	claude-opus-5[1m]
s5c8d0fa1ac	Der Eintritt ist frei. Sie müssen nichts bezahlen.	a1	입장은 무료예요. 아무것도 안 내셔도 돼요.	claude-opus-5[1m]
s4b1107ccc2	Kinder über 10 Jahre zahlen den vollen Eintritt.	a1	10세가 넘는 어린이는 입장료 전액을 내요.	claude-opus-5[1m]
s4afe90747a	Der Eintritt ist frei.	a1	입장은 무료예요.	claude-opus-5[1m]
s2b1d8be8e7	Haben Sie noch ein Einzelzimmer?	a1	싱글룸 아직 있나요?	claude-opus-5[1m]
sc7fe5bc16f	Meine Eltern leben in Spanien.	a1	제 부모님은 스페인에 사세요.	claude-opus-5[1m]
s642e2ed1d2	Ich wohne noch bei meinen Eltern.	a1	저는 아직 부모님과 함께 살아요.	claude-opus-5[1m]
sa0c7f2ae1c	Ich habe Ihre E-Mail nicht bekommen.	a1	당신의 이메일을 못 받았어요.	claude-opus-5[1m]
s62b4204ce0	Ich schreibe Ihnen/dir eine E-Mail.	a1	제가 이메일을 보낼게요.	claude-opus-5[1m]
s8489c517c4	Auf dem Brief steht dein Name, also bist du der Empfänger.	a1	편지에 네 이름이 있으니까 네가 수신인이야.	claude-opus-5[1m]
sac47d43f73	Welchen Wein können Sie mir empfehlen?	a1	어떤 와인을 추천해 주시겠어요?	claude-opus-5[1m]
s14b8f373e8	Die Straße endet hier.	a1	길이 여기서 끝나요.	claude-opus-5[1m]
sbb3f68a39e	Der Kurs endet in einer Woche.	a1	그 강좌는 일주일 후에 끝나요.	claude-opus-5[1m]
s536174b0df	Das Arbeitsverhältnis endet im Mai.	a1	고용 관계는 5월에 끝나요.	claude-opus-5[1m]
s13bd1b8ba4	Sie wohnt am Ende der Straße.	a1	그녀는 길 끝에 살아요.	claude-opus-5[1m]
s657e9c0615	Er bekommt sein Geld am Ende des Monats.	a1	그는 월말에 돈을 받아요.	claude-opus-5[1m]
s3d1b733130	Er bekommt sein Geld am Monatsende.	a1	그는 월말에 돈을 받아요.	claude-opus-5[1m]
s18d7e47edc	Ich wohne am Ende der Straße.	a1	저는 길 끝에 살아요.	claude-opus-5[1m]
s7db912a9ec	Die nächste Prüfung findet Ende August statt.	a1	다음 시험은 8월 말에 있어요.	claude-opus-5[1m]
s7eec6f9801	Rinaldo ist Ende fünfzig.	a1	리날도는 50대 후반이에요.	claude-opus-5[1m]
se8f7287716	Am Dienstag gehen die Ferien zu Ende.	a1	화요일에 방학이 끝나요.	claude-opus-5[1m]
s9999f06a45	Entschuldigen Sie bitte!	a1	실례합니다!	claude-opus-5[1m]
s078a85c059	Ich möchte mich bei dir entschuldigen.	a1	너에게 사과하고 싶어.	claude-opus-5[1m]
s91a371693b	Entschuldigen Sie bitte, dass ich Sie störe. Aber es gibt ein Problem.	a1	방해해서 죄송합니다. 그런데 문제가 있어요.	claude-opus-5[1m]
se27d6a5016	Wollen Sie ein Doppelzimmer oder ein Einzelzimmer?	a1	2인실을 원하세요, 아니면 1인실을 원하세요?	claude-opus-5[1m]
s14adecaeb3	Möchten Sie ein Doppelzimmer oder ein Einzelzimmer?	a1	2인실로 하시겠어요, 1인실로 하시겠어요?	claude-opus-5[1m]
sac21c26dd2	Meine Familie lebt in einem Dorf.	a1	우리 가족은 어느 마을에 살아요.	claude-opus-5[1m]
s671936dedb	Unser Dorf liegt direkt an der Autobahn.	a1	우리 마을은 고속도로 바로 옆에 있어요.	claude-opus-5[1m]
sd4498e6799	Deine Tasche kannst du dorthin stellen.	a1	네 가방은 저기에 놓으면 돼.	claude-opus-5[1m]
s2cc12c91ae	Dort ist unser Haus.	a1	저기가 우리 집이에요.	claude-opus-5[1m]
s972b621958	Wir treffen uns vor dem Kino. - Gut, ich bin in fünf Minuten dort.	a1	우리 영화관 앞에서 만나요. - 좋아요, 5분 뒤에 거기 도착해요.	claude-opus-5[1m]
s91613d316f	Kommst du mit in die Stadt? - Nein, ich komme gerade dorther/von dort.	a1	시내에 같이 갈래? - 아니, 나 방금 거기서 오는 길이야.	claude-opus-5[1m]
s7ae6bb3760	Dort drüben ist der Bahnhof.	a1	저기 건너편에 기차역이 있어요.	claude-opus-5[1m]
s3a216a4c72	Wollen wir draußen sitzen?	a1	우리 밖에 앉을까요?	claude-opus-5[1m]
scbf670d80b	Das Wetter ist so schön. Wollen wir draußen sitzen?	a1	날씨가 정말 좋네요. 밖에 앉을까요?	claude-opus-5[1m]
s748768b8b6	Hunde müssen draußen bleiben.	a1	개는 밖에 있어야 해요.	claude-opus-5[1m]
s928605fdfe	Es ist kalt draußen.	a1	밖은 추워요.	claude-opus-5[1m]
sb6608c7bc4	Wir müssen draußen warten.	a1	우리는 밖에서 기다려야 해요.	claude-opus-5[1m]
sf4da8e81b3	Bitte drucke das Formular für mich.	a1	그 양식 좀 인쇄해 줘.	claude-opus-5[1m]
s19223ba4b8	Wähle einfach „Datei drucken“!	a1	그냥 '파일 인쇄'를 선택해!	claude-opus-5[1m]
s0ec5ac30f7	Warum hast du den Brief noch nicht ausgedruckt?	a1	왜 아직 그 편지를 출력하지 않았어?	claude-opus-5[1m]
s0210fc1ab3	Bei welcher Firma haben Sie diese Prospekte drucken lassen?	a1	이 안내책자를 어느 회사에서 인쇄하셨어요?	claude-opus-5[1m]
s8abef055ca	Du gehst einfach auf Datei drucken!	a1	그냥 파일 인쇄로 들어가면 돼!	claude-opus-5[1m]
s41379e89e8	Mein Drucker ist kaputt.	a1	제 프린터가 고장 났어요.	claude-opus-5[1m]
s2b29b45357	Ich brauche einen neuen Drucker für meinen Computer.	a1	제 컴퓨터에 쓸 새 프린터가 필요해요.	claude-opus-5[1m]
s51d0929a89	Drück hier, dann geht der Computer an.	a1	여기를 눌러, 그러면 컴퓨터가 켜져.	claude-opus-5[1m]
s63e9398226	An dieser Tür musst du drücken, nicht ziehen, dann geht sie auf.	a1	이 문은 당기지 말고 밀어야 열려.	claude-opus-5[1m]
sa92aaf009d	Drücken Sie „Bestätigen“!	a1	'확인'을 누르세요!	claude-opus-5[1m]
s75269db6fd	Meine Schuhe drücken.	a1	제 신발이 껴요.	claude-opus-5[1m]
s2555ae7e6c	Sie brauchen nur auf den Knopf zu drücken.	a1	버튼만 누르시면 돼요.	claude-opus-5[1m]
sb3d7ad673b	Die neuen Schuhe drücken.	a1	새 신발이 껴요.	claude-opus-5[1m]
s443c5e3ad0	Wenn du hier drückst, geht die Tür auf.	a1	여기를 누르면 문이 열려.	claude-opus-5[1m]
sa35355450f	Am besten gehen Sie durch die Breite Straße.	a1	브라이테 거리로 가시는 게 가장 좋아요.	claude-opus-5[1m]
s6294fec0f5	Am besten gehen Sie durch die Tengstraße.	a1	텡 거리로 가시는 게 가장 좋아요.	claude-opus-5[1m]
se7e61df0e2	Wir fahren mit dem Fahrrad durch den Wald.	a1	우리는 자전거를 타고 숲을 지나가요.	claude-opus-5[1m]
s96a2183d7c	Wir sind mit dem Fahrrad durch den Wald gefahren.	a1	우리는 자전거를 타고 숲을 지나갔어요.	claude-opus-5[1m]
s1217cbfe8f	Wenn Sie zum Bahnhof gehen, kommen Sie durch die Goethestraße.	a1	역에 가시려면 괴테 거리를 지나가게 돼요.	claude-opus-5[1m]
se302f9b270	Wir haben den ganzen Mai durch geheizt.	a1	우리는 5월 내내 난방을 했어요.	claude-opus-5[1m]
sf94917c894	Wir haben unsere Wohnung durch einen Freund bekommen.	a1	우리는 친구를 통해 이 집을 구했어요.	claude-opus-5[1m]
s7ec3aa4e4a	Ich habe die Durchsage nicht verstanden.	a1	저는 그 안내 방송을 못 알아들었어요.	claude-opus-5[1m]
s127e6717de	Achtung, Achtung, eine wichtige Durchsage!	a1	주목, 주목, 중요한 안내 방송입니다!	claude-opus-5[1m]
s564152e8f1	Sie dürfen hier nicht rauchen.	a1	여기서 담배를 피우시면 안 돼요.	claude-opus-5[1m]
s038b4df47d	Darf ich Sie zu einem Kaffee einladen?	a1	커피 한잔 대접해도 될까요?	claude-opus-5[1m]
s694766065a	Es darf nicht mehr als 15 Euro kosten.	a1	15유로가 넘으면 안 돼요.	claude-opus-5[1m]
s44c0160898	Sie dürfen hier nicht parken.	a1	여기에 주차하시면 안 돼요.	claude-opus-5[1m]
sb029b0225b	Dürfen wir heute länger fernsehen?	a1	오늘 텔레비전 더 오래 봐도 돼요?	claude-opus-5[1m]
s665b3d4834	Das hätten Sie nicht machen dürfen!	a1	그걸 하시면 안 됐어요!	claude-opus-5[1m]
s48c57c529e	Was darf ich Ihnen anbieten?	a1	무엇을 드릴까요?	claude-opus-5[1m]
sdc1f2230ce	Ich suche ein gebrauchtes Auto. Es darf nicht mehr als 1000 Euro kosten.	a1	중고차를 찾고 있어요. 1000유로가 넘으면 안 돼요.	claude-opus-5[1m]
s2368630766	Hast du etwas zu trinken? Ich habe großen Durst.	a1	마실 것 좀 있어? 나 목이 많이 말라.	claude-opus-5[1m]
s62e7ae4dea	Ich hole Ihnen etwas zu trinken. Sie haben sicher Durst.	a1	마실 것 좀 가져다드릴게요. 분명 목마르실 거예요.	claude-opus-5[1m]
s168ff08255	Möchten Sie sich duschen? Das Badezimmer ist dort hinten links.	a1	샤워하시겠어요? 욕실은 저기 뒤쪽 왼편에 있어요.	claude-opus-5[1m]
s1e80718cf1	Wenn Sie sich duschen wollen: Das Badezimmer ist dort hinten links.	a1	샤워하고 싶으시면, 욕실은 저기 뒤쪽 왼편에 있어요.	claude-opus-5[1m]
s90fea71c82	Unsere Wohnung hat nur eine Dusche.	a1	우리 집에는 샤워기만 있어요.	claude-opus-5[1m]
s14950231f6	Wir haben leider nur noch ein Zimmer mit Dusche.	a1	죄송하지만 샤워기가 있는 방 하나만 남았어요.	claude-opus-5[1m]
secb1c0f05f	An der nächsten Ecke links.	a1	다음 모퉁이에서 왼쪽으로요.	claude-opus-5[1m]
s19be43b11b	Gehen Sie an der nächsten Ecke links. Dann kommen Sie zur Apotheke.	a1	다음 모퉁이에서 왼쪽으로 가세요. 그러면 약국이 나와요.	claude-opus-5[1m]
sfa9d97bd84	Wir stellen das Regal in die Ecke.	a1	우리는 선반을 모퉁이에 놓아요.	claude-opus-5[1m]
s589539f331	Das Regal stellen wir hier in die Ecke.	a1	선반은 여기 모퉁이에 놓을게요.	claude-opus-5[1m]
s53e0010d06	Das bekommen Sie im Kiosk an der Ecke.	a1	그건 모퉁이에 있는 매점에서 살 수 있어요.	claude-opus-5[1m]
s0a847ff540	Wo ist die Apotheke? − Gleich um die Ecke.	a1	약국이 어디예요? − 바로 모퉁이를 돌면 있어요.	claude-opus-5[1m]
s53b482a11e	Das ist mein (Ehe-) Mann/meine (Ehe-) Frau.	a1	이쪽은 제 남편이에요.	claude-opus-5[1m]
s687d77bea8	Das ist mein Ehemann/meine Ehefrau.	a1	이쪽은 제 남편이에요.	claude-opus-5[1m]
s23fff06ca1	Wie heißt Ihre Ehefrau mit Vornamen?	a1	부인의 이름이 어떻게 되세요?	claude-opus-5[1m]
s5ebb41c509	Ich bin nach Berlin geflogen.	a1	저는 베를린으로 비행기를 타고 갔어요.	claude-opus-5[1m]
s8cb072c9d6	Wann fliegst du ab?	a1	너는 언제 출발해?	claude-opus-5[1m]
sfe12fd1353	Ich fliege in den Ferien nach Spanien.	a1	저는 방학에 스페인으로 가요.	claude-opus-5[1m]
s23f3f5a910	ist (ab)geflogen	a1	날아갔다 (출발했다)	claude-opus-5[1m]
s93ae61214a	Der Abflug ist um 11.20 Uhr.	a1	출발은 11시 20분이에요.	claude-opus-5[1m]
se22fafd7a5	Kannst du mich zum Flughafen bringen?	a1	나를 공항까지 데려다줄 수 있어?	claude-opus-5[1m]
s1bebc50feb	Der Flughafen ist sehr groß.	a1	그 공항은 아주 커요.	claude-opus-5[1m]
s0e619259ce	Der Flughafen liegt 30 km außerhalb der Stadt.	a1	공항은 도시에서 30km 떨어진 곳에 있어요.	claude-opus-5[1m]
s6653790e43	Das Flugzeug aus Berlin kommt heute später an.	a1	베를린발 비행기는 오늘 늦게 도착해요.	claude-opus-5[1m]
s11cfd5a567	Das Flugzeug aus Berlin hat Verspätung.	a1	베를린발 비행기가 연착됐어요.	claude-opus-5[1m]
s48b89029c7	Das Flugzeug startet in einer halben Stunde.	a1	비행기는 30분 후에 이륙해요.	claude-opus-5[1m]
sdfe2fe266d	Das Flugzeug ist gerade gelandet.	a1	비행기가 방금 착륙했어요.	claude-opus-5[1m]
s58ee84fab5	Sie müssen dieses Formular ausfüllen.	a1	이 양식을 작성하셔야 해요.	claude-opus-5[1m]
sece510242a	Darf ich ein Foto machen?	a1	사진 한 장 찍어도 될까요?	claude-opus-5[1m]
s4b4a1fcb72	Können Sie dieses Foto vergrößern?	a1	이 사진을 확대해 주실 수 있나요?	claude-opus-5[1m]
sd1fbef3b06	Er möchte Sie etwas fragen. Wann kommen Sie?	a1	그가 뭔가 여쭤보고 싶어 해요. 언제 오세요?	claude-opus-5[1m]
s14d069d5db	Er fragt, wann er kommen kann.	a1	그는 언제 올 수 있는지 물어요.	claude-opus-5[1m]
sa0ee20ff2c	hat gefragt	a1	물었다	claude-opus-5[1m]
sd7a9395c5f	Darf ich Sie etwas fragen?	a1	뭐 좀 여쭤봐도 될까요?	claude-opus-5[1m]
s81c33f2229	Hat jemand nach mir gefragt?	a1	누가 저를 찾았나요?	claude-opus-5[1m]
s47ac203e96	Ich frage mich, ob das richtig war.	a1	그게 맞았는지 궁금해요.	claude-opus-5[1m]
s7737cb6348	Ich habe eine Frage.	a1	질문이 하나 있어요.	claude-opus-5[1m]
s6a98ed025e	Ich habe Ihre Frage leider nicht verstanden.	a1	죄송하지만 질문을 이해하지 못했어요.	claude-opus-5[1m]
sca109c0609	Das kommt gar nicht infrage!	a1	그건 절대 있을 수 없어요!	claude-opus-5[1m]
s593d1a6f95	Das ist Frau Becker.	a1	이분은 베커 씨예요.	claude-opus-5[1m]
se1fcfe6724	Guten Tag, Frau Schmitt!	a1	안녕하세요, 슈미트 씨!	claude-opus-5[1m]
s674e53b777	Hier arbeiten mehr Frauen als Männer.	a1	여기는 남자보다 여자가 더 많이 일해요.	claude-opus-5[1m]
s81d73367bb	In meinem Deutschkurs sind mehr Frauen als Männer.	a1	제 독일어 수업에는 남자보다 여자가 더 많아요.	claude-opus-5[1m]
sd6adecacd7	Ist Ihre Frau berufstätig?	a1	부인은 직장에 다니시나요?	claude-opus-5[1m]
sf15a11c0e8	Guten Tag, Frau Müller!	a1	안녕하세요, 뮐러 씨!	claude-opus-5[1m]
s064ccac689	Ist der Platz noch frei?	a1	이 자리 비어 있나요?	claude-opus-5[1m]
s3fc7ab36ab	Entschuldigung, ist dieser Platz noch frei?	a1	실례합니다, 이 자리 비어 있나요?	claude-opus-5[1m]
scd6aba9ddd	Morgen haben wir frei.	a1	내일은 쉬어요.	claude-opus-5[1m]
s41aee0caa4	Ist dieser Platz noch frei?	a1	이 자리 비어 있나요?	claude-opus-5[1m]
sf393a4e387	Eintritt frei.	a1	입장 무료.	claude-opus-5[1m]
s14314167eb	Ich trinke nur alkoholfreies Bier.	a1	저는 무알코올 맥주만 마셔요.	claude-opus-5[1m]
s80cba8c355	Dieses Medikament ist rezeptfrei.	a1	이 약은 처방전 없이 살 수 있어요.	claude-opus-5[1m]
s321a313118	Die Schüler können die Arbeitszeit frei wählen.	a1	학생들은 작업 시간을 자유롭게 고를 수 있어요.	claude-opus-5[1m]
s2c264b31e5	In meiner Freizeit spiele ich oft Fußball.	a1	저는 여가 시간에 축구를 자주 해요.	claude-opus-5[1m]
se95479075a	In meiner Freizeit höre ich gern Musik.	a1	저는 여가 시간에 음악 듣는 걸 좋아해요.	claude-opus-5[1m]
s42abef1449	Das weiß ich nicht; ich bin fremd hier.	a1	그건 모르겠어요. 저는 여기 처음이에요.	claude-opus-5[1m]
s581b4db7f7	Ich reise gern in fremde Länder.	a1	저는 낯선 나라로 여행하는 걸 좋아해요.	claude-opus-5[1m]
sc31aa6ef7e	Ich bin fremd hier.	a1	저는 여기가 처음이에요.	claude-opus-5[1m]
s3943b55b26	Ich freue mich auf den Urlaub.	a1	저는 휴가가 기대돼요.	claude-opus-5[1m]
s270ffd37ff	Zum Geburtstag habe ich ein interessantes Buch bekommen.	a1	생일에 흥미로운 책을 받았어요.	claude-opus-5[1m]
s1e573e8fe0	Die Kinder freuen sich schon auf die Ferien.	a1	아이들은 벌써 방학을 기대하고 있어요.	claude-opus-5[1m]
sdca94cc944	Ich freue mich, weil ich heute mit meinen Freunden Fußball spiele.	a1	저는 오늘 친구들과 축구를 해서 기뻐요.	claude-opus-5[1m]
s441d389457	Es/Das freut mich!	a1	기뻐요!	claude-opus-5[1m]
s6b9bafc736	Das ist ein Freund von mir.	a1	이 사람은 제 친구예요.	claude-opus-5[1m]
s1344089538	Das ist meine Freundin.	a1	이 사람은 제 여자친구예요.	claude-opus-5[1m]
s13baaeb814	Ich sehe meine Freunde nur am Wochenende.	a1	저는 친구들을 주말에만 봐요.	claude-opus-5[1m]
sf8b18122d8	Früher waren wir oft zusammen im Kino.	a1	예전에 우리는 자주 같이 영화관에 갔어요.	claude-opus-5[1m]
s5700a2f5ef	Früher habe ich in Berlin gewohnt.	a1	저는 예전에 베를린에 살았어요.	claude-opus-5[1m]
s54c9ae6f3a	Wir nehmen den früheren Zug.	a1	우리는 더 이른 기차를 타요.	claude-opus-5[1m]
s7f41dda752	Am Sonntag frühstücke ich gern im Bett.	a1	일요일에는 침대에서 아침 먹는 걸 좋아해요.	claude-opus-5[1m]
s5ffb6db482	Ich frühstücke immer um 9:00 Uhr.	a1	저는 항상 9시에 아침을 먹어요.	claude-opus-5[1m]
s85e11583ca	Haben Sie schon gefrühstückt?	a1	벌써 아침 드셨어요?	claude-opus-5[1m]
sb3e6246930	Wir sitzen gerade beim Frühstück.	a1	우리는 지금 아침 식사 중이에요.	claude-opus-5[1m]
s35cd7ef7c1	Sollen wir Ihnen das Frühstück aufs Zimmer bringen?	a1	아침 식사를 방으로 가져다드릴까요?	claude-opus-5[1m]
s45e775a3b3	Die Führung durch das Haus beginnt in 3 Minuten.	a1	집 안내 투어는 3분 후에 시작해요.	claude-opus-5[1m]
s65d0a9d06a	Herr Meier lässt sich entschuldigen, er ist stark erkältet.	a1	마이어 씨는 양해를 구했어요. 감기에 심하게 걸렸어요.	claude-opus-5[1m]
sc0575994b9	Entschuldigung! – Bitte.	a1	죄송합니다! – 괜찮아요.	claude-opus-5[1m]
s529972f9e6	Oh, Entschuldigung! – Macht nichts. Kein Problem.	a1	아, 죄송해요! – 괜찮아요. 문제없어요.	claude-opus-5[1m]
se21eb404f2	Er heißt Ali.	a1	그는 알리라고 해요.	claude-opus-5[1m]
s179a0bf10c	Das Ergebnis des Tests bekommen Sie in zwei Wochen.	a1	검사 결과는 2주 후에 받으세요.	claude-opus-5[1m]
s4449a5f0b4	Ein so gutes Ergebnis hat uns alle überrascht.	a1	이렇게 좋은 결과는 우리 모두를 놀라게 했어요.	claude-opus-5[1m]
s4a34d1057c	Kannst du mir das erklären?	a1	그거 나한테 설명해 줄 수 있어?	claude-opus-5[1m]
s310c1f2896	Ich verstehe das nicht. Kannst du mir das erklären?	a1	난 그게 이해가 안 돼. 나한테 설명해 줄 수 있어?	claude-opus-5[1m]
sffecbed013	Kannst du mir erklären, wie man diesen Apparat bedient?	a1	이 기계를 어떻게 다루는지 나한테 설명해 줄 수 있어?	claude-opus-5[1m]
s9d5cdee568	Ich kann mir nicht erklären, wie der Brief verschwinden konnte.	a1	그 편지가 어떻게 사라질 수 있었는지 저는 설명할 수가 없어요.	claude-opus-5[1m]
se1f6b523bd	Rauchen ist hier nicht erlaubt.	a1	여기서는 흡연이 금지되어 있어요.	claude-opus-5[1m]
s559cbab8e2	Meine Kinder dürfen diesen Film sehen. Ich habe es ihnen erlaubt.	a1	우리 아이들은 이 영화를 봐도 돼요. 제가 허락했어요.	claude-opus-5[1m]
s6c47bef1ba	Ich erlaube meinen Kindern nicht, so lange fernzusehen.	a1	저는 아이들이 그렇게 오래 텔레비전을 보도록 허락하지 않아요.	claude-opus-5[1m]
s0f9c2e542e	Parken ist hier nicht erlaubt.	a1	여기는 주차가 금지되어 있어요.	claude-opus-5[1m]
s836345e4ea	Dieser Film ist nur für Erwachsene.	a1	이 영화는 성인 전용이에요.	claude-opus-5[1m]
s9e8866bce3	Erwachsene zahlen zehn Euro, für Kinder ist der Eintritt frei.	a1	성인은 10유로를 내고, 어린이는 입장이 무료예요.	claude-opus-5[1m]
s5e14d9c3a7	Wir müssen euch etwas erzählen!	a1	우리 너희에게 할 얘기가 있어!	claude-opus-5[1m]
sfd40fe7677	Erzählst du mir eine Geschichte?	a1	나한테 이야기 하나 해 줄래?	claude-opus-5[1m]
s3ea8f55f5f	Es regnet.	a1	비가 와요.	claude-opus-5[1m]
sb8b27a905f	Es wurden bei der Diskussion viele Fragen gestellt.	a1	토론에서 많은 질문이 나왔어요.	claude-opus-5[1m]
s71ab0a484f	Wer ist da? – Ich bin’s.	a1	거기 누구예요? – 저예요.	claude-opus-5[1m]
sad475879e4	Mir geht es gut.	a1	저는 잘 지내요.	claude-opus-5[1m]
s6ea85a0c02	Ich finde es sehr nett von Ihnen, dass Sie mich abholen.	a1	저를 데리러 와 주시다니 정말 친절하시네요.	claude-opus-5[1m]
s8d691131c0	Es macht Spaß, zusammen ein Picknick zu machen.	a1	같이 소풍 가는 건 재미있어요.	claude-opus-5[1m]
s745e656d68	Was gibt es zu essen?	a1	먹을 게 뭐가 있어요?	claude-opus-5[1m]
s8b9961c55b	Das Essen in der Cafeteria ist meistens ganz gut.	a1	구내식당 음식은 대체로 꽤 좋아요.	claude-opus-5[1m]
s27b178a37c	Haben Sie schon zu Mittag gegessen?	a1	점심은 벌써 드셨어요?	claude-opus-5[1m]
se581188d7e	Ich esse gern Bananen.	a1	저는 바나나를 즐겨 먹어요.	claude-opus-5[1m]
sbcc6fa8800	Was gibt es heute zu essen?	a1	오늘은 먹을 게 뭐가 있어요?	claude-opus-5[1m]
s52a4f74ff5	Das Essen ist heute sehr gut.	a1	오늘 음식이 아주 맛있어요.	claude-opus-5[1m]
s3f98d22612	Das Essen ist kalt geworden.	a1	음식이 식었어요.	claude-opus-5[1m]
sbb17df7c07	Euer Kurs beginnt heute.	a1	너희 수업은 오늘 시작해.	claude-opus-5[1m]
secb50c4a80	Wir sind mit dem Zug gefahren.	a1	우리는 기차를 타고 갔어요.	claude-opus-5[1m]
se8b3d6927a	Fahr nicht so schnell.	a1	그렇게 빨리 운전하지 마.	claude-opus-5[1m]
