# 문맥 주석이 없거나 사람이 먼저 확인할 예문. 고친 값은 gloss_overrides.jsonl에 같은 id로 적는다.
id	level	de	ko	reasons
s5e88e992a9	a1	Diese Blumen riechen gut.	이 꽃들은 향기가 좋아요.	no_gloss
s7e44f6fe70	a1	Hier riecht es nach Fisch.	여기서 생선 냄새가 나요.	no_gloss
sf68bdacecc	a1	Dieses Parfüm riecht sehr gut.	이 향수는 향이 아주 좋아요.	no_gloss
sa84933cee1	a1	Im ganzen Haus riecht es nach Farbe.	집 전체에서 페인트 냄새가 나요.	no_gloss
s768b054363	a1	Ich bin erkältet. Ich kann nichts riechen.	저는 감기에 걸렸어요. 냄새를 전혀 못 맡아요.	no_gloss
sec14ad9302	a1	Ich möchte ein ruhiges Zimmer.	저는 조용한 방을 원해요.	no_gloss
s2b69b18d84	a1	Ich suche ein ruhiges Zimmer.	저는 조용한 방을 찾고 있어요.	no_gloss
sa5df8929c5	a1	Nachts ist es hier in der Straße sehr ruhig.	밤에는 이 거리가 아주 조용해요.	no_gloss
sc30bb88cd3	a1	Du kannst ruhig rauchen.	편하게 담배 피워도 돼.	no_gloss
sec60c84c62	a1	Möchtest du einen Apfelsaft?	사과 주스 마실래?	no_gloss
scbe30c7b6b	a1	Ich trinke gern Apfelsaft.	저는 사과 주스를 즐겨 마셔요.	no_gloss
s3b92d64e5e	a1	Sag mal, wie geht es dir denn?	그런데 말이야, 요즘 어떻게 지내?	no_gloss
s9c7030d65d	a1	Entschuldigung, was haben Sie gesagt?	실례합니다, 뭐라고 하셨어요?	no_gloss
sf973ae8e09	a1	Wie sagt man sorry auf Deutsch?	sorry를 독일어로 어떻게 말해요?	no_gloss
s4112483896	a1	Entschuldigung! Was haben Sie gesagt?	실례합니다! 뭐라고 하셨어요?	no_gloss
s20b7d5b920	a1	Können Sie mir bitte sagen, wo hier ein Geldautomat ist?	여기 현금인출기가 어디 있는지 알려 주시겠어요?	no_gloss
s98256c8935	a1	Sag mal, wie geht’s dir denn?	말해 봐, 넌 어떻게 지내?	no_gloss
sd96bd5cec3	a1	Wie schmeckt dir der Salat?	샐러드 맛이 어때?	no_gloss
sb0214fc80c	a1	Möchten Sie zum Fisch einen Salat?	생선에 샐러드도 드릴까요?	no_gloss
sc1783bc8d3	a1	Herr Ober, kann ich bitte Salz haben?	웨이터, 소금 좀 주시겠어요?	no_gloss
s454f60002b	a1	Entschuldigung, kann ich bitte Salz haben?	실례합니다, 소금 좀 주시겠어요?	no_gloss
s8b1e4d4309	a1	Gib mir bitte mal das Salz!	소금 좀 건네줘!	no_gloss
sd644332899	a1	Dieser Satz ist sehr einfach.	이 문장은 아주 쉬워요.	no_gloss
s08f5b07876	a1	Den letzten Satz verstehe ich nicht.	마지막 문장을 이해하지 못하겠어요.	no_gloss
s2cba2ab51b	a1	Ich nehme lieber die S-Bahn.	저는 S반을 타는 게 더 좋아요.	no_gloss
s89b7653080	a1	Die S-Bahn ist schneller als die Straßenbahn.	S반이 전차보다 더 빨라요.	no_gloss
s04060d754a	a1	Gehen Sie bitte zum Schalter drei!	3번 창구로 가세요!	no_gloss
s0cf2a87b9e	a1	Der Lichtschalter ist neben der Tür.	전등 스위치는 문 옆에 있어요.	no_gloss
s9b01f4f929	a1	Der Lichtschalter ist rechts neben der Tür.	전등 스위치는 문 오른쪽에 있어요.	no_gloss
s7f19a7064f	a1	Briefmarken bekommen Sie am Schalter 3.	우표는 3번 창구에서 받으실 수 있어요.	no_gloss
s118b7cac81	a1	Die Sonne scheint.	해가 비쳐요.	no_gloss
s5a7e6eb0e1	a1	Es hat geschienen.	그렇게 보였어요.	no_gloss
sb302f4672b	a1	Gestern hat es geregnet. Heute scheint wieder die Sonne.	어제는 비가 왔어요. 오늘은 다시 해가 나요.	no_gloss
s79325c9f06	a1	Mein Kollege scheint krank zu sein. Er war heute nicht im Büro.	제 동료는 아픈 것 같아요. 오늘 사무실에 없었어요.	no_gloss
s5c2c737041	a1	Bitte schicken Sie mir eine E-Mail.	저에게 이메일을 보내 주세요.	no_gloss
sc9d52c0e75	a1	Ich schicke dir den Brief nach Hause.	편지를 네 집으로 보낼게.	no_gloss
s867c132545	a1	Ich habe meinen Freunden eine Einladung zur Hochzeit geschickt.	저는 친구들에게 결혼식 초대장을 보냈어요.	no_gloss
s6f31197da9	a1	Schick mir doch eine E-Mail.	나한테 이메일 좀 보내 줘.	no_gloss
s45c4e73ae3	a1	Ich habe die Kinder einkaufen geschickt. Wir haben keine Milch mehr zu Hause.	아이들을 장 보러 보냈어요. 집에 우유가 다 떨어졌거든요.	no_gloss
scbf1e254f6	a1	Haben Sie nicht das Schild gesehen?	표지판을 못 보셨어요?	no_gloss
sac222c14ca	a1	Haben Sie das Schild nicht gesehen?	그 표지판을 못 보셨어요?	no_gloss
s2d2baefae1	a1	Kannst du lesen, was dort auf dem Schild steht?	저기 표지판에 뭐라고 쓰여 있는지 읽을 수 있어?	no_gloss
sfdf72e3ae8	a1	Machen Sie bitte das Schild ab? Der Pullover ist ein Geschenk.	가격표 좀 떼 주시겠어요? 그 스웨터는 선물이에요.	no_gloss
s6ecec31f04	a1	Ich möchte gern ein Schinkenbrot.	햄 빵 하나 주세요.	no_gloss
s203cfc4114	a1	Bitte, ein Brötchen mit Schinken.	햄 넣은 브뢰첸 하나 주세요.	no_gloss
s9be84712ea	a1	Ich schlafe meistens acht Stunden.	저는 보통 여덟 시간 자요.	no_gloss
sf04dfd5aca	a1	Haben Sie gut geschlafen?	잘 주무셨어요?	no_gloss
s25ff34b78a	a1	Gute Nacht! Schlaf gut und träum süß!	잘 자! 푹 자고 좋은 꿈 꿔!	no_gloss
s2e6d5487a8	a1	Wenn Sie mal nach München kommen, können Sie bei uns schlafen.	뮌헨에 오시면 저희 집에서 주무셔도 돼요.	no_gloss
sc77253d2ff	a1	Mir ist schlecht!	저 속이 안 좋아요!	no_gloss
s3c2e87de2d	a1	Sie sehen schlecht aus.	안색이 안 좋아 보이세요.	no_gloss
sf2edf53886	a1	Wir haben schlechtes Wetter.	날씨가 나빠요.	no_gloss
se399e2815a	a1	Das Wetter ist schlecht. Wir haben schon seit einer Woche schlechtes Wetter.	날씨가 나빠요. 벌써 일주일째 날씨가 안 좋아요.	no_gloss
s01c71a8ad9	a1	Mir geht es schlecht. Ich habe Fieber.	저는 몸이 안 좋아요. 열이 있어요.	no_gloss
s108b624415	a1	Bitte, schließen Sie die Tür.	문 좀 닫아 주세요.	no_gloss
s594c30b3e4	a1	Bitte schließen Sie die Tür.	문을 닫아 주세요.	no_gloss
se53b40aba7	a1	Wir müssen uns beeilen, die Bank schließt um 18 Uhr.	서둘러야 해요, 은행이 18시에 문을 닫아요.	no_gloss
s21f40e8289	a1	Die Banken sind am Samstag geschlossen.	은행은 토요일에 문을 닫아요.	no_gloss
sc1f5c85291	a1	Wir schließen um 20.00 Uhr.	저희는 20시에 닫아요.	no_gloss
s60e079d20c	a1	Wann können wir den Mietvertrag abschließen?	임대 계약을 언제 체결할 수 있어요?	no_gloss
s0a30b418b0	a1	Ich hatte die Papiere in den Schreibtisch eingeschlossen.	저는 서류를 책상에 넣고 잠가 두었었어요.	no_gloss
s6d2b7e2a0d	a1	Die Bank hat am Samstag geschlossen.	그 은행은 토요일에 문을 닫아요.	no_gloss
s0d3efeb102	a1	Ich muss jetzt Schluss machen.	이제 그만 끝내야겠어요.	no_gloss
s15d89702bc	a1	Zum Schluss gibt er uns allen die Hand.	마지막에 그는 우리 모두와 악수를 해요.	no_gloss
s2d9cf49b4a	a1	Zum Schluss nochmals herzlichen Dank. Ich muss jetzt Schluss machen. Bis bald!	끝으로 다시 한번 진심으로 감사드려요. 이제 끝내야겠어요. 곧 봐요!	no_gloss
s5b015905a6	a1	Ich gebe Ihnen noch den Zimmerschlüssel.	방 열쇠도 드릴게요.	no_gloss
s2cfeaf9d75	a1	Ich finde meinen Schlüssel nicht.	제 열쇠를 못 찾겠어요.	no_gloss
s8af9ea0bc6	a1	Schmeckt das gut?	그거 맛있어요?	no_gloss
s327a0a8250	a1	Schmeckt dir die Suppe?	수프 맛있어?	no_gloss
s645d584e01	a1	Hat es Ihnen geschmeckt?	맛있게 드셨어요?	no_gloss
s799ab2fd68	a1	Schmeckt's?	맛있어요?	no_gloss
s6de1042560	a1	Er fährt schnell.	그는 빠르게 운전해요.	no_gloss
saec53d0453	a1	Warum fährst du so schnell?	왜 그렇게 빨리 달려?	no_gloss
sc0a62cbe3e	a1	Bitte sagen Sie mir so schnell wie möglich Bescheid.	가능한 한 빨리 알려 주세요.	no_gloss
sdbc150a541	a1	Ich bin gleich fertig, ich muss nur noch schnell telefonieren.	곧 끝나요, 전화만 빨리 한 통 하면 돼요.	no_gloss
s14c272f5d8	a1	Ist das Essen schon fertig?	식사는 벌써 준비됐나요?	no_gloss
s7d5b2efeed	a1	Das ist sehr schön.	그거 아주 멋져요.	no_gloss
sed32eabaca	a1	Ich wohne schon seit fünf Jahren in Freiburg.	저는 벌써 5년째 프라이부르크에 살아요.	no_gloss
seba9e94bda	a1	Mirko ist erst fünf. Aber er kann schon lesen.	미르코는 겨우 다섯 살이에요. 그런데 벌써 읽을 줄 알아요.	no_gloss
sd91f04b40b	a1	Karl ist schon über 60. Aber er ist noch sehr fit.	카를은 벌써 60이 넘었어요. 그런데 아직 아주 건강해요.	no_gloss
s9d45b30a67	a1	Mach schon, ich kann nicht länger warten.	어서 해, 더는 못 기다려.	no_gloss
sbd4ed71548	a1	Keine Sorge. Es wird schon klappen.	걱정 마세요. 잘될 거예요.	no_gloss
se02a3a2cde	a1	Kommst du mit spazieren? – Ich hätte schon Lust, aber ich muss arbeiten.	산책 같이 갈래? – 가고는 싶은데 일해야 해.	no_gloss
s32451242b5	a1	Ich mag keine Kartoffeln. Und du? – Ich schon.	나는 감자를 안 좋아해. 너는? – 나는 좋아해.	no_gloss
sef83c17cf4	a1	Schönen Urlaub!	즐거운 휴가 보내세요!	no_gloss
s1bf03ebd57	a1	Schöne Ferien!	즐거운 방학 보내세요!	no_gloss
saee54ccd89	a1	Das Bild ist sehr schön.	그 그림은 아주 아름다워요.	no_gloss
s4b97a03159	a1	Schön, dass du kommst.	네가 와 줘서 좋아.	no_gloss
s2ac15951dd	a1	Ich finde eure Wohnung sehr schön.	너희 집 아주 좋은 것 같아.	no_gloss
s4c3502d83c	a1	Es ist schön heute.	오늘 날씨가 좋아요.	no_gloss
s0919c53aef	a1	Wir wünschen Ihnen einen schönen Aufenthalt in Kiel.	킬에서 즐겁게 머무시길 바랍니다.	no_gloss
s1ff4be351a	a1	Schöne Grüße von Herrn Meier.	마이어 씨가 안부 전해요.	no_gloss
s46048bd947	a1	Möchten Sie noch eine Tasse Kaffee? – Nein, danke schön.	커피 한 잔 더 드시겠어요? – 아니요, 괜찮습니다.	no_gloss
s342625c343	a1	Ich muss noch arbeiten. – Schön, dann bleiben wir zu Hause.	저는 아직 일해야 해요. – 좋아요, 그럼 우리 집에 있죠.	no_gloss
s6ad288b4fe	a1	Die Gläser stehen im Schrank.	유리잔들은 장 안에 있어요.	no_gloss
s018a5bf3da	a1	Legst du bitte die Handtücher in den Schrank?	수건들을 장에 넣어 줄래?	no_gloss
s1d61918c7b	a1	Die Handtücher liegen im Schrank.	수건들은 장 안에 있어요.	no_gloss
s5576209972	a1	Er schreibt jeden Tag fünfzig E-Mails.	그는 매일 이메일을 쉰 통 써요.	no_gloss
sbb8f08c71c	a1	Ich schreibe dir eine E-Mail.	내가 너에게 이메일을 쓸게.	no_gloss
s7c7913b207	a1	Er hat mir einen Brief geschrieben.	그는 나에게 편지를 썼어요.	no_gloss
s93a7d09b16	a1	Ich habe dir einen Brief geschrieben.	내가 너에게 편지를 썼어.	no_gloss
s18318b127c	a1	Mein Kugelschreiber schreibt nicht mehr.	제 볼펜이 더는 안 써져요.	no_gloss
s0f3e99eb98	a1	Zieh die Schuhe aus!	신발 벗어!	no_gloss
sc229b54174	a1	Die neuen Schuhe sind mir zu eng. Sie drücken.	새 신발이 나한테 너무 껴요. 조여요.	no_gloss
sce6a076e36	a1	Die neuen Schuhe sind mir zu eng.	새 신발이 나한테 너무 껴요.	no_gloss
s40033af4d5	a1	Meine Tochter geht schon in die Schule.	제 딸은 벌써 학교에 다녀요.	no_gloss
sb631df579a	a1	Die Schule ist gleich hier um die Ecke.	학교는 바로 이 모퉁이에 있어요.	no_gloss
sa7c01166fb	a1	Nächste Woche fängt die Schule wieder an.	다음 주에 학교가 다시 시작해요.	no_gloss
sec764f7b47	a1	In meinem Kurs sind acht Schülerinnen und fünf Schüler.	제 수업에는 여학생 여덟 명과 남학생 다섯 명이 있어요.	no_gloss
sa98ff85efb	a1	In der Klasse sind 25 Schülerinnen.	그 반에는 여학생이 25명 있어요.	no_gloss
s7d79143502	a1	Ist Ihr Gepäck sehr schwer?	짐이 아주 무겁나요?	no_gloss
s90aa172c89	a1	Das ist eine schwere Arbeit.	그건 힘든 일이에요.	no_gloss
s32c87f76fb	a1	Wie schwer ist das Paket?	그 소포는 얼마나 무겁나요?	no_gloss
se656799dbe	a1	Der Koffer ist viel zu schwer.	그 여행 가방은 너무 무거워요.	no_gloss
s7d0dfca41a	a1	Die Prüfung war schwer.	시험이 어려웠어요.	no_gloss
sff14df0166	a1	Dieses Wort ist schwer zu erklären.	이 단어는 설명하기 어려워요.	no_gloss
s4da7e99577	a1	Meine Schwester kommt am Dienstag.	제 여동생은 화요일에 와요.	no_gloss
sc11bff4338	a1	Ich habe eine ältere Schwester und einen jüngeren Bruder.	저는 누나 한 명과 남동생 한 명이 있어요.	no_gloss
s8329cce055	a1	Schwester Anna hat mir eine Schmerztablette gegeben.	안나 간호사가 나에게 진통제를 줬어요.	no_gloss
se8a8d55642	a1	Ich schwimme jeden Tag einen Kilometer.	저는 매일 1킬로미터를 수영해요.	no_gloss
s99bc4214d0	a1	Ich schwimme täglich einen Kilometer.	저는 날마다 1킬로미터를 수영해요.	no_gloss
s450d912d1f	a1	Er ist schon geschwommen.	그는 벌써 수영했어요.	no_gloss
seef5a51e6b	a1	Ich gehe regelmäßig schwimmen.	저는 규칙적으로 수영하러 가요.	no_gloss
sc5c7cba0d5	a1	Kannst du schwimmen?	너 수영할 줄 알아?	no_gloss
s93dffb796e	a1	Komm, wir fahren zum Starnberger See.	가자, 우리 슈타른베르크 호수로 가자.	no_gloss
sc06d9e3009	a1	Morgen fahren wir mal an einen See schwimmen.	내일 우리 호수에 수영하러 가요.	no_gloss
s26bbfa9800	a1	Komm, wir fahren an den Bodensee.	가자, 우리 보덴 호수로 가자.	no_gloss
sa9e140423c	a1	Unser Hotel war direkt am See.	우리 호텔은 호수 바로 옆이었어요.	no_gloss
s91afdf01fc	a1	Ich kann dich nicht sehen.	나는 너를 볼 수 없어.	no_gloss
s35072b592e	a1	Ich habe diesen Jungen schon einmal gesehen.	저는 이 남자아이를 예전에 한 번 봤어요.	no_gloss
s0bac7e9d75	a1	Möchtest du einen Film sehen?	영화 한 편 볼래?	no_gloss
sa04896f11d	a1	Ich habe Lisa lange nicht gesehen. Ist sie im Urlaub?	리자를 오랫동안 못 봤어요. 휴가 중인가요?	no_gloss
s9ac1f0db4b	a1	Ich sehe nicht gut. Ich brauche eine Brille.	저는 잘 안 보여요. 안경이 필요해요.	no_gloss
s18d1551ee7	a1	Ich habe einen schönen Film gesehen.	저는 좋은 영화를 봤어요.	no_gloss
s4fa22d4453	a1	Wir haben uns lange nicht gesehen.	우리 오랫동안 못 봤네요.	no_gloss
s86742512d9	a1	Sieh mal! Es schneit.	봐! 눈이 와.	no_gloss
s1aeaee8210	a1	Ich komme gleich wieder, ich muss mal schnell nach dem Essen sehen.	금방 돌아올게요, 잠깐 음식 좀 보고 와야 해요.	no_gloss
sc875ef3bf0	a1	Was machst du im Urlaub? – Ich weiß noch nicht. Mal sehen.	휴가 때 뭐 해? – 아직 몰라. 두고 봐야지.	no_gloss
sad21739af1	a1	Du siehst deiner Mutter sehr ähnlich.	너는 네 엄마를 아주 많이 닮았어.	no_gloss
sf76ef5abe0	a1	Welche Sehenswürdigkeiten gibt es in Frankfurt?	프랑크푸르트에는 어떤 명소가 있나요?	no_gloss
s6f40e9a870	a1	Welche Sehenswürdigkeiten gibt es hier?	여기에는 어떤 명소가 있나요?	no_gloss
s34fb629677	a1	Danke sehr!	정말 감사합니다!	no_gloss
s81290137cb	a1	Das ist sehr schwer.	그건 아주 어려워요.	no_gloss
s42a69ff9cc	a1	Das Wetter ist heute sehr schön.	오늘 날씨가 아주 좋아요.	no_gloss
sa5695c33a6	a1	Ich habe mich sehr über Ihren Besuch gefreut.	당신의 방문이 아주 기뻤어요.	no_gloss
sa44f9fc2d0	a1	Hier ist Ihr Essen. - Danke sehr.	여기 음식 나왔습니다. - 정말 감사합니다.	no_gloss
s7289922590	a1	Herr Müller ist in seinem Zimmer.	뮐러 씨는 자기 방에 있어요.	no_gloss
s08374f98aa	a1	Mir ist kalt.	저는 추워요.	no_gloss
s6d373e3b84	a1	Ich bin dreiundzwanzig.	저는 스물세 살이에요.	no_gloss
s1c9d4a3c1b	a1	Das sind meine Kollegen.	이 사람들은 제 동료들이에요.	no_gloss
s80422a4468	a1	Ich bin Mechaniker.	저는 정비공이에요.	no_gloss
s3813e532b0	a1	Die Cola ist kalt.	콜라가 차가워요.	no_gloss
s423585c1ff	a1	Um halb elf ist Pause.	열 시 반에 쉬는 시간이에요.	no_gloss
sdd30fbf824	a1	Frau Berger ist im Urlaub.	베르거 씨는 휴가 중이에요.	no_gloss
scb45f25ca4	a1	Ich bin müde.	저는 피곤해요.	no_gloss
s194962ef91	a1	Das Auto ist jetzt fünfzehn Jahre alt.	그 차는 이제 십오 년 됐어요.	no_gloss
s9afd6568f8	a1	Heute ist Montag.	오늘은 월요일이에요.	no_gloss
sef88d0a9d4	a1	Der Termin beim Zahnarzt ist erst übermorgen.	치과 예약은 모레나 되어야 해요.	no_gloss
s1d1fb96b47	a1	Um 11 Uhr ist Pause.	11시에 쉬는 시간이에요.	no_gloss
s345f1fccec	a1	Das Auto ist mir zu teuer.	그 차는 저에게 너무 비싸요.	no_gloss
s4d3457f016	a1	Das ist schwer zu verstehen.	그건 이해하기 어려워요.	no_gloss
sa7237f5a3b	a1	Mit Präposition wie: Das Licht ist an/aus.	전치사와 함께: 불이 켜져 있어요/꺼져 있어요.	no_gloss
sd94153c229	a1	Herr Meier ist schon weg.	마이어 씨는 이미 갔어요.	no_gloss
se61f4fe8c0	a1	Die Tür ist zu.	문이 닫혀 있어요.	no_gloss
s2cf5b2ad43	a1	Am Sonntag sind die meisten Läden zu.	일요일에는 대부분의 가게가 문을 닫아요.	no_gloss
sba29e64124	a1	Das Fenster war nicht zu.	창문이 닫혀 있지 않았어요.	no_gloss
s3fafe2ab1a	a1	Ich wohne seit drei Jahren in Köln.	저는 3년 전부터 쾰른에 살아요.	no_gloss
s08a9a5d61c	a1	Wir wohnen seit dem 1. März in Dortmund.	우리는 3월 1일부터 도르트문트에 살아요.	no_gloss
s8dea07db98	a1	Seit ich in Deutschland wohne, lerne ich Deutsch.	독일에 살면서부터 저는 독일어를 배우고 있어요.	no_gloss
s3a587ec664	a1	Er ist selbstständig.	그는 자영업자예요.	no_gloss
sc866290900	a1	Jetzt bin ich angestellt. Früher war ich selbstständig.	지금은 회사에 다녀요. 예전에는 자영업을 했어요.	no_gloss
s617dd91887	a1	Wir suchen eine Sekretärin, die selbstständig arbeiten kann.	우리는 독립적으로 일할 수 있는 비서를 찾고 있어요.	no_gloss
sbef8fa42f9	a1	Sie müssen sich erst anmelden.	먼저 등록하셔야 해요.	no_gloss
s2d45ec1b05	a1	Wie heißt sie?	그녀 이름이 뭐예요?	no_gloss
s84b026fd74	a1	Wie heißen Sie, bitte?	성함이 어떻게 되세요?	no_gloss
sfd2c9cf908	a1	Wo sitzen Sie?	어디에 앉으세요?	no_gloss
s369843c845	a1	Wo möchten Sie sitzen? – Bitte ganz hinten.	어디에 앉고 싶으세요? – 맨 뒤로 주세요.	no_gloss
sfefcd0978a	a1	Ich habe lange gesessen.	저는 오래 앉아 있었어요.	no_gloss
s8d8d2be67a	a1	Die Jacke sitzt sehr gut.	그 재킷은 아주 잘 맞아요.	no_gloss
s25a0f20951	a1	Sie müssen das so machen!	이렇게 하셔야 해요!	no_gloss
s16abc911e5	a1	Fahren Sie bitte nicht so schnell!	그렇게 빨리 운전하지 마세요!	no_gloss
s24370eae18	a1	Meine Frau ist so groß wie ich.	제 아내는 저만큼 커요.	no_gloss
se8c7f0ed49	a1	So, das war‘s/wär‘s!	자, 이걸로 끝이에요!	no_gloss
sdcfc899d82	a1	Wie macht man das? – So!	이건 어떻게 해요? – 이렇게요!	no_gloss
sbaf2cfd711	a1	Sie müssen das so machen. Nicht so!	이렇게 하셔야 해요. 그렇게 말고요!	no_gloss
sba0754976d	a1	Sie sind auch hier! So ein Zufall!	여기 계시네요! 정말 우연이네요!	no_gloss
sb82495c8de	a1	Ich melde mich, so schnell ich kann.	제가 할 수 있는 한 빨리 연락드릴게요.	no_gloss
s798325906b	a1	Wann treffen wir uns? – So gegen 10 Uhr. Ist dir das recht?	우리 언제 만날까? – 10시쯤에. 너 괜찮아?	no_gloss
s238a814613	a1	Dauert es lange? – Eine Stunde oder so kann es schon dauern.	오래 걸리나요? – 한 시간 정도는 걸릴 수 있어요.	no_gloss
s071431f549	a1	Ich hatte kein Geld dabei. Da haben sie mich so hineingelassen.	저는 돈을 안 가지고 있었어요. 그래서 그들이 저를 그냥 들여보내 줬어요.	no_gloss
sd6e3f0053e	a1	So, jetzt bin ich fertig. Was machen wir jetzt?	자, 이제 다 했어요. 이제 뭐 할까요?	no_gloss
s8edf92fb38	a1	Was macht ihr denn so?	너희는 요즘 뭐 하고 지내?	no_gloss
s40d373f01d	a1	Das Sofa ist neu.	그 소파는 새것이에요.	no_gloss
sdeba8c4f13	a1	Das Sofa ist bequem.	그 소파는 편해요.	no_gloss
s91e401a485	a1	Wir hätten gern ein modernes Sofa.	저희는 현대적인 소파를 갖고 싶어요.	no_gloss
s17d643e97b	a1	Bitte antworten Sie sofort.	바로 답해 주세요.	no_gloss
s34838efaef	a1	Sie können sich ab sofort für den Kurs anmelden.	지금부터 그 강좌에 등록하실 수 있어요.	no_gloss
secc6941628	a1	Warum sind Sie nicht sofort zum Arzt gegangen?	왜 바로 병원에 가지 않으셨어요?	no_gloss
s0c362320f1	a1	Karten für das Konzert bekommen Sie ab sofort im Kartenbüro.	콘서트 표는 지금부터 매표소에서 사실 수 있어요.	no_gloss
s51ddfdb342	a1	Das ist Hans, mein Sohn.	이쪽은 제 아들 한스예요.	no_gloss
sef7c793d29	a1	Mein jüngster Sohn ist vier.	제 막내아들은 네 살이에요.	no_gloss
sc3e9bce95d	a1	Soll ich kommen?	제가 갈까요?	no_gloss
s81e0022316	a1	Was soll ich mitbringen?	제가 뭘 가져갈까요?	no_gloss
se0b1abb7b9	a1	Wann soll ich kommen und was soll ich mitbringen?	제가 언제 가고 뭘 가져갈까요?	no_gloss
s0959aeb081	a1	Und, was hat der Arzt gesagt? – Ich soll drei Tage im Bett bleiben und viel Tee trinken.	그래서 의사가 뭐래요? – 사흘 동안 침대에 누워 있고 차를 많이 마시래요.	no_gloss
s17607b74dd	a1	Wann soll ich kommen?	제가 언제 갈까요?	no_gloss
s7b11738ff0	a1	Ich habe im Radio gehört, es soll morgen regnen.	라디오에서 들었는데, 내일 비가 온대요.	no_gloss
s762dca831f	a1	Sollten Sie mit dem Vorschlag nicht einverstanden sein, rufen Sie mich an.	그 제안에 동의하지 않으시면 저에게 전화 주세요.	no_gloss
sc11bf28bc2	a1	Das Wetter ist schön. Die Sonne scheint.	날씨가 좋아요. 해가 비쳐요.	no_gloss
s06198e300e	a1	Ich habe zu lange in der Sonne gelegen.	저는 햇볕에 너무 오래 누워 있었어요.	no_gloss
s344dddf6f4	a1	Es ist schon spät, ich muss gehen.	벌써 늦었어요, 저는 가야 해요.	no_gloss
s0e2cc8c076	a1	Wie spät ist es?	지금 몇 시예요?	no_gloss
sb43000dd51	a1	Ich muss mich beeilen. Sonst komme ich zu spät.	서둘러야 해요. 안 그러면 늦어요.	no_gloss
sc240bb9fb2	a1	Sonntags stehen wir immer spät auf.	일요일마다 우리는 항상 늦게 일어나요.	no_gloss
s083bd3e445	a1	Am späten Nachmittag ist der Verkehr besonders stark.	늦은 오후에는 교통이 특히 혼잡해요.	no_gloss
sdacda40169	a1	Können Sie später noch mal anrufen?	나중에 다시 전화해 주시겠어요?	no_gloss
s353824a658	a1	Was willst du denn später mal werden?	너는 나중에 뭐가 되고 싶어?	no_gloss
s2f1dab9602	a1	Das können wir später machen.	그건 나중에 해도 돼요.	no_gloss
s24704ecf67	a1	Bringen Sie mir die Speisekarte, bitte.	메뉴판 좀 갖다주세요.	no_gloss
saebac44fbd	a1	Entschuldigung, bringen Sie uns bitte die Speisekarte.	실례합니다, 메뉴판 좀 갖다주세요.	no_gloss
s5aa164207a	a1	Bitte, die Speisekarte.	여기 메뉴판이요.	no_gloss
s826360a0f0	a1	Die Kinder spielen draußen.	아이들이 밖에서 놀아요.	no_gloss
s839d635c36	a1	Jakob spielt Klavier.	야코프는 피아노를 쳐요.	no_gloss
sf60c0b5667	a1	Wir haben einen großen Garten, da können die Kinder spielen.	우리는 큰 정원이 있어서 아이들이 거기서 놀 수 있어요.	no_gloss
se73b6563f8	a1	Am Sonntag spielen wir gegen die Fußballmannschaft der Nachbarschule.	일요일에 우리는 이웃 학교 축구팀과 경기해요.	no_gloss
sbd3f15a498	a1	Spielen Sie ein Instrument?	악기를 연주하세요?	no_gloss
s4190532263	a1	Ich mache viel Sport.	저는 운동을 많이 해요.	no_gloss
sc78c03841f	a1	Für Sport interessiere ich mich sehr.	저는 운동에 관심이 아주 많아요.	no_gloss
s2ed5cf3621	a1	Welche Sprachen sprichst du?	너는 어떤 언어들을 해?	no_gloss
s63fdae024d	a1	Welche Sprachen sprichst du? – Ich spreche Englisch und Spanisch.	너는 어떤 언어들을 해? – 나는 영어와 스페인어를 해.	no_gloss
sdd8fe8f3d8	a1	Franco spricht mehrere Sprachen.	프랑코는 여러 언어를 해요.	no_gloss
s787b48702b	a1	Kann ich (mit) Herrn Klein sprechen?	클라인 씨와 통화할 수 있을까요?	no_gloss
sa551ee67bc	a1	Mit wem sprichst du?	너 누구랑 이야기해?	no_gloss
s388738f0a7	a1	Ich habe mit ihm gesprochen.	저는 그와 이야기했어요.	no_gloss
s169cd24932	a1	Jean spricht sehr gut Deutsch.	장은 독일어를 아주 잘해요.	no_gloss
s7142e4e371	a1	Ich möchte nicht darüber sprechen.	저는 그것에 대해 이야기하고 싶지 않아요.	no_gloss
s2ad172c4f5	a1	Die Bundeskanzlerin spricht heute Abend im Fernsehen.	총리가 오늘 저녁에 텔레비전에서 연설해요.	no_gloss
sd860f5dc06	a1	Kann ich bitte Herrn Müller sprechen?	뮐러 씨와 통화할 수 있을까요?	no_gloss
s81a7a519ac	a1	Heidelberg ist eine alte Stadt.	하이델베르크는 오래된 도시예요.	no_gloss
s0254030165	a1	Ich wohne lieber auf dem Land als in der Stadt.	저는 도시보다 시골에 사는 게 더 좋아요.	no_gloss
sfb96b537e7	a1	Gehst du mit mir in die Stadt?	나랑 같이 시내에 갈래?	no_gloss
s059a4a04ca	a1	Ich glaube es nicht, aber es steht in der Zeitung.	저는 믿지 않지만, 신문에 그렇게 나와 있어요.	no_gloss
s3272c02922	a1	Der Bus steht schon an der Haltestelle.	버스가 벌써 정류장에 서 있어요.	no_gloss
s09277a7c93	a1	Ich bin Verkäuferin. In meinem Beruf muss ich viel stehen.	저는 판매원이에요. 제 직업에서는 많이 서 있어야 해요.	no_gloss
